PROVINCE,VARIABLE,YEAR,UNIT,VALUE
Northwest Territories,Dissolved Phosphorus,2015,mg/L,0.002791876750700281
Northwest Territories,Dissolved Phosphorus,2016,mg/L,0.0030316666666666678
Northwest Territories,Dissolved Phosphorus,2017,mg/L,0.0031823529411764717
Northwest Territories,Dissolved Phosphorus,2018,mg/L,0.0032205882352941183
Northwest Territories,Dissolved Phosphorus,2019,mg/L,0.0026666666666666674
Northwest Territories,Dissolved Sulphate,2000,mg/L,26.705384615384613
Northwest Territories,Dissolved Sulphate,2001,mg/L,40.63666666666667
Northwest Territories,Dissolved Sulphate,2002,mg/L,35.489999999999995
Northwest Territories,Dissolved Sulphate,2003,mg/L,40.13041666666667
Northwest Territories,Dissolved Sulphate,2004,mg/L,34.58158333333333
Northwest Territories,Dissolved Sulphate,2005,mg/L,38.66639285714285
Northwest Territories,Dissolved Sulphate,2006,mg/L,38.22340476190477
Northwest Territories,Dissolved Sulphate,2007,mg/L,41.83391666666667
Northwest Territories,Dissolved Sulphate,2008,mg/L,41.670333333333346
Northwest Territories,Dissolved Sulphate,2009,mg/L,40.250666666666675
Northwest Territories,Dissolved Sulphate,2010,mg/L,43.92633333333333
Northwest Territories,Dissolved Sulphate,2011,mg/L,46.09925
Northwest Territories,Dissolved Sulphate,2012,mg/L,45.759
Northwest Territories,Dissolved Sulphate,2013,mg/L,47.827333333333335
Northwest Territories,Dissolved Sulphate,2014,mg/L,50.57941176470588
Northwest Territories,Dissolved Sulphate,2015,mg/L,56.195490196078424
Northwest Territories,Dissolved Sulphate,2016,mg/L,53.40916666666666
Northwest Territories,Dissolved Sulphate,2017,mg/L,62.129509803921565
Northwest Territories,Dissolved Sulphate,2018,mg/L,61.371770833333336
Northwest Territories,Dissolved Sulphate,2019,mg/L,65.40127450980393
Northwest Territories,Water Temperature,2000,°C,3.319642857142857
Northwest Territories,Water Temperature,2001,°C,5.884848484848485
Northwest Territories,Water Temperature,2002,°C,5.878921568627452
Northwest Territories,Water Temperature,2003,°C,6.548947368421053
Northwest Territories,Water Temperature,2004,°C,8.717543859649123
Northwest Territories,Water Temperature,2005,°C,5.810338345864662
Northwest Territories,Water Temperature,2006,°C,6.803472222222222
Northwest Territories,Water Temperature,2007,°C,5.460175438596491
Northwest Territories,Water Temperature,2008,°C,4.54543859649123
Northwest Territories,Water Temperature,2009,°C,6.483499999999999
Northwest Territories,Water Temperature,2010,°C,6.7341228070175445
Northwest Territories,Water Temperature,2011,°C,7.027333333333333
Northwest Territories,Water Temperature,2012,°C,6.363055555555556
Northwest Territories,Water Temperature,2013,°C,7.153083333333335
Northwest Territories,Water Temperature,2014,°C,6.6872549019607845
Northwest Territories,Water Temperature,2015,°C,5.416106442577031
Northwest Territories,Water Temperature,2016,°C,6.519416666666666
Northwest Territories,Water Temperature,2017,°C,6.503333333333334
Northwest Territories,Water Temperature,2018,°C,6.154607843137254
Northwest Territories,Water Temperature,2019,°C,7.424803921568628
Northwest Territories,pH,2000,PH,7.927774603174603
Northwest Territories,pH,2001,PH,7.973146258503401
Northwest Territories,pH,2002,PH,7.8670729166666655
Northwest Territories,pH,2003,PH,8.118205952380952
Northwest Territories,pH,2004,PH,7.897418131868132
Northwest Territories,pH,2005,PH,8.022443223443224
Northwest Territories,pH,2006,PH,8.081859649122807
Northwest Territories,pH,2007,PH,7.9745811965811955
Northwest Territories,pH,2008,PH,8.01035897435897
Northwest Territories,pH,2009,PH,8.163649999999997
Northwest Territories,pH,2010,PH,8.234299145299145
Northwest Territories,pH,2011,PH,8.074787500000001
Northwest Territories,pH,2012,PH,7.959184210526318
Northwest Territories,pH,2013,PH,8.039112500000002
Northwest Territories,pH,2014,PH,8.091070728291314
Northwest Territories,pH,2015,PH,8.115869047619048
Northwest Territories,pH,2016,PH,8.05408333333333
Northwest Territories,pH,2017,PH,7.921651960784315
Northwest Territories,pH,2018,PH,8.164558823529411
Northwest Territories,pH,2019,PH,8.053901041666666
Nova Scotia,Dissolved Oxygen,2006,mg/L,9.560818181818181
Nova Scotia,Dissolved Oxygen,2007,mg/L,11.337754329004328
Nova Scotia,Dissolved Oxygen,2008,mg/L,8.850817355889722
Nova Scotia,Dissolved Oxygen,2009,mg/L,10.979425595238096
Nova Scotia,Dissolved Oxygen,2010,mg/L,9.531183673469386
Nova Scotia,Dissolved Oxygen,2011,mg/L,10.98978761904762
Nova Scotia,Dissolved Oxygen,2012,mg/L,9.918930555555553
Nova Scotia,Dissolved Oxygen,2013,mg/L,9.759503132526389
Nova Scotia,Dissolved Oxygen,2014,mg/L,11.154391941391939
Nova Scotia,Dissolved Oxygen,2015,mg/L,11.294062411947026
Nova Scotia,Dissolved Oxygen,2016,mg/L,11.36138888888889
Nova Scotia,Dissolved Oxygen,2017,mg/L,11.189367424242425
Nova Scotia,Dissolved Oxygen,2018,mg/L,11.2587401060478
Nova Scotia,Dissolved Oxygen,2019,mg/L,11.502802902225977
Nova Scotia,Dissolved Phosphorus,2015,mg/L,0.012375
Nova Scotia,Dissolved Sulphate,2000,mg/L,3.8809078062405833
Nova Scotia,Dissolved Sulphate,2001,mg/L,4.392907790927022
Nova Scotia,Dissolved Sulphate,2002,mg/L,3.977099841812898
Nova Scotia,Dissolved Sulphate,2003,mg/L,2.5591983751542577
Nova Scotia,Dissolved Sulphate,2004,mg/L,2.4123295454545457
Nova Scotia,Dissolved Sulphate,2005,mg/L,2.5810518053375193
Nova Scotia,Dissolved Sulphate,2006,mg/L,4.8246574493045085
Nova Scotia,Dissolved Sulphate,2007,mg/L,4.004155710574828
Nova Scotia,Dissolved Sulphate,2008,mg/L,3.945145231425903
Nova Scotia,Dissolved Sulphate,2009,mg/L,4.362170879120879
Nova Scotia,Dissolved Sulphate,2010,mg/L,3.835506760620915
Nova Scotia,Dissolved Sulphate,2011,mg/L,3.656700673830139
Nova Scotia,Dissolved Sulphate,2012,mg/L,4.198779635258358
Nova Scotia,Dissolved Sulphate,2013,mg/L,3.704010734635736
Nova Scotia,Dissolved Sulphate,2014,mg/L,3.717833745768121
Nova Scotia,Dissolved Sulphate,2015,mg/L,3.7836549050702613
Nova Scotia,Dissolved Sulphate,2016,mg/L,4.9435797676851285
Nova Scotia,Dissolved Sulphate,2017,mg/L,4.493333563993137
Nova Scotia,Dissolved Sulphate,2018,mg/L,4.2329674528687695
Nova Scotia,Dissolved Sulphate,2019,mg/L,4.311504819058011
Nova Scotia,pH,2000,PH,5.487452699474441
Nova Scotia,pH,2001,PH,5.431720085470085
Nova Scotia,pH,2002,PH,5.396807103704522
Nova Scotia,pH,2003,PH,5.258081350838703
Nova Scotia,pH,2004,PH,5.382953802733215
Nova Scotia,pH,2005,PH,5.346090576090577
Nova Scotia,pH,2006,PH,5.705126613038379
Nova Scotia,pH,2007,PH,5.646799503562109
Nova Scotia,pH,2008,PH,5.875705223200391
Nova Scotia,pH,2009,PH,5.844893956043957
Nova Scotia,pH,2010,PH,5.879426339285714
Nova Scotia,pH,2011,PH,5.766177691455371
Nova Scotia,pH,2012,PH,5.845197737250929
Nova Scotia,pH,2013,PH,5.837707633801384
Nova Scotia,pH,2014,PH,5.934608620546122
Nova Scotia,pH,2015,PH,5.913890852825867
Nova Scotia,pH,2016,PH,5.917891052056177
Nova Scotia,pH,2017,PH,5.917140338857359
Nova Scotia,pH,2018,PH,5.812215932824486
Nova Scotia,pH,2019,PH,5.8168408801600275
Nunavut,Dissolved Phosphorus,2000,mg/L,0.0225
Nunavut,Dissolved Phosphorus,2001,mg/L,0.014523809523809522
Nunavut,Dissolved Phosphorus,2002,mg/L,0.044750000000000005
Nunavut,Dissolved Phosphorus,2003,mg/L,0.004462962962962963
Nunavut,Dissolved Phosphorus,2004,mg/L,0.01
Nunavut,Dissolved Phosphorus,2005,mg/L,0.01323333333333333
Nunavut,Dissolved Phosphorus,2006,mg/L,0.011857142857142858
Nunavut,Dissolved Phosphorus,2007,mg/L,0.01
Nunavut,Dissolved Phosphorus,2008,mg/L,0.010666666666666665
Nunavut,Dissolved Phosphorus,2009,mg/L,0.012999999999999998
Nunavut,Dissolved Phosphorus,2010,mg/L,0.011428571428571427
Nunavut,Dissolved Phosphorus,2011,mg/L,0.0175
Nunavut,Dissolved Phosphorus,2012,mg/L,0.022055555555555557
Nunavut,Dissolved Phosphorus,2013,mg/L,0.0028333333333333335
Nunavut,Dissolved Phosphorus,2014,mg/L,0.005124999999999999
Nunavut,Dissolved Phosphorus,2015,mg/L,0.0038000000000000004
Nunavut,Dissolved Phosphorus,2016,mg/L,0.0028148148148148147
Nunavut,Dissolved Phosphorus,2017,mg/L,0.002483333333333333
Nunavut,Dissolved Phosphorus,2018,mg/L,0.002518518518518519
Nunavut,Dissolved Sulphate,2000,mg/L,3.9749999999999996
Nunavut,Dissolved Sulphate,2001,mg/L,7.04047619047619
Nunavut,Dissolved Sulphate,2002,mg/L,4.569047619047619
Nunavut,Dissolved Sulphate,2003,mg/L,10.287962962962963
Nunavut,Dissolved Sulphate,2004,mg/L,4.899259259259259
Nunavut,Dissolved Sulphate,2005,mg/L,4.685666666666668
Nunavut,Dissolved Sulphate,2006,mg/L,1.8926190476190476
Nunavut,Dissolved Sulphate,2007,mg/L,5.142916666666667
Nunavut,Dissolved Sulphate,2008,mg/L,6.338666666666667
Nunavut,Dissolved Sulphate,2009,mg/L,6.604666666666667
Nunavut,Dissolved Sulphate,2010,mg/L,6.354523809523811
Nunavut,Dissolved Sulphate,2011,mg/L,1.1566666666666667
Nunavut,Dissolved Sulphate,2012,mg/L,9.049444444444443
Nunavut,Dissolved Sulphate,2013,mg/L,7.53648148148148
Nunavut,Dissolved Sulphate,2014,mg/L,7.6850000000000005
Nunavut,Dissolved Sulphate,2015,mg/L,6.180166666666667
Nunavut,Dissolved Sulphate,2016,mg/L,5.75037037037037
Nunavut,Dissolved Sulphate,2017,mg/L,9.156666666666665
Nunavut,Dissolved Sulphate,2018,mg/L,7.71537037037037
Nunavut,Dissolved Sulphate,2019,mg/L,1.4125
Nunavut,Water Temperature,2000,°C,3.1833333333333336
Nunavut,Water Temperature,2001,°C,6.75
Nunavut,Water Temperature,2002,°C,6.521428571428571
Nunavut,Water Temperature,2003,°C,7.977777777777779
Nunavut,Water Temperature,2004,°C,5.083333333333333
Nunavut,Water Temperature,2005,°C,6.2555555555555555
Nunavut,Water Temperature,2006,°C,5.333333333333333
Nunavut,Water Temperature,2007,°C,5.683333333333334
Nunavut,Water Temperature,2008,°C,5.742857142857143
Nunavut,Water Temperature,2009,°C,5.61
Nunavut,Water Temperature,2010,°C,1.2833333333333332
Nunavut,Water Temperature,2011,°C,5.7375
Nunavut,Water Temperature,2012,°C,7.188888888888887
Nunavut,Water Temperature,2013,°C,6.366666666666667
Nunavut,Water Temperature,2014,°C,6.642857142857144
Nunavut,Water Temperature,2015,°C,7.0200000000000005
Nunavut,Water Temperature,2016,°C,6.8
Nunavut,Water Temperature,2017,°C,6.516666666666666
Nunavut,Water Temperature,2018,°C,7.216666666666667
Nunavut,Water Temperature,2019,°C,6.889999999999999
Nunavut,pH,2000,PH,7.32352380952381
Nunavut,pH,2001,PH,7.317380952380953
Nunavut,pH,2002,PH,7.8903125
Nunavut,pH,2003,PH,7.581018518518519
Nunavut,pH,2004,PH,7.433481481481481
Nunavut,pH,2005,PH,7.4590000000000005
Nunavut,pH,2006,PH,7.123888888888888
Nunavut,pH,2007,PH,7.445238095238095
Nunavut,pH,2008,PH,7.481111111111111
Nunavut,pH,2009,PH,7.522250000000001
Nunavut,pH,2010,PH,7.676333333333332
Nunavut,pH,2011,PH,7.519583333333333
Nunavut,pH,2012,PH,7.440588235294118
Nunavut,pH,2013,PH,6.949761904761905
Nunavut,pH,2014,PH,7.3797395833333335
Nunavut,pH,2015,PH,6.9014912280701735
Nunavut,pH,2016,PH,7.516
Nunavut,pH,2017,PH,7.5272499999999996
Nunavut,pH,2018,PH,7.44324074074074
Nunavut,pH,2019,PH,7.6146666666666665
Prince Edward Island,Dissolved Oxygen,2000,mg/L,11.193333333333333
Prince Edward Island,Dissolved Oxygen,2001,mg/L,12.675555555555555
Prince Edward Island,Dissolved Oxygen,2002,mg/L,12.575555555555555
Prince Edward Island,Dissolved Oxygen,2003,mg/L,12.22797619047619
Prince Edward Island,Dissolved Oxygen,2004,mg/L,11.105357142857143
Prince Edward Island,Dissolved Oxygen,2005,mg/L,11.609722222222222
Prince Edward Island,Dissolved Oxygen,2006,mg/L,11.487546897546897
Prince Edward Island,Dissolved Oxygen,2007,mg/L,11.907295751633987
Prince Edward Island,Dissolved Oxygen,2008,mg/L,12.629326599326598
Prince Edward Island,Dissolved Oxygen,2009,mg/L,12.775
Prince Edward Island,Dissolved Oxygen,2010,mg/L,10.166666666666666
Prince Edward Island,Dissolved Oxygen,2011,mg/L,15.3
Prince Edward Island,Dissolved Oxygen,2014,mg/L,10.825
Prince Edward Island,Dissolved Oxygen,2015,mg/L,11.751999999999999
Prince Edward Island,Dissolved Oxygen,2016,mg/L,10.67
Prince Edward Island,Dissolved Oxygen,2017,mg/L,11.72
Prince Edward Island,Dissolved Oxygen,2018,mg/L,11.966666666666667
Prince Edward Island,Dissolved Oxygen,2019,mg/L,14.273333333333333
Prince Edward Island,Dissolved Sulphate,2000,mg/L,5.367999999999999
Prince Edward Island,Dissolved Sulphate,2001,mg/L,7.322222222222222
Prince Edward Island,Dissolved Sulphate,2002,mg/L,7.748650793650793
Prince Edward Island,Dissolved Sulphate,2003,mg/L,6.627083333333334
Prince Edward Island,Dissolved Sulphate,2005,mg/L,6.795000000000001
Prince Edward Island,Dissolved Sulphate,2006,mg/L,6.958777777777777
Prince Edward Island,Dissolved Sulphate,2007,mg/L,7.3265
Prince Edward Island,Dissolved Sulphate,2008,mg/L,7.442380952380954
Prince Edward Island,Dissolved Sulphate,2009,mg/L,7.245277777777777
Prince Edward Island,Dissolved Sulphate,2010,mg/L,7.444166666666667
Prince Edward Island,Dissolved Sulphate,2011,mg/L,9.145
Prince Edward Island,Dissolved Sulphate,2012,mg/L,8.11
Prince Edward Island,Dissolved Sulphate,2013,mg/L,10.959999999999999
Prince Edward Island,Dissolved Sulphate,2014,mg/L,12.149999999999999
Prince Edward Island,Dissolved Sulphate,2015,mg/L,9.85
Prince Edward Island,Dissolved Sulphate,2016,mg/L,11.15
Prince Edward Island,Dissolved Sulphate,2017,mg/L,9.408333333333333
Prince Edward Island,Dissolved Sulphate,2018,mg/L,8.285714285714285
Prince Edward Island,Dissolved Sulphate,2019,mg/L,7.635714285714286
Prince Edward Island,pH,2000,PH,7.5328333333333335
Prince Edward Island,pH,2001,PH,7.771111111111111
Prince Edward Island,pH,2002,PH,7.7172222222222215
Prince Edward Island,pH,2003,PH,7.901011904761905
Prince Edward Island,pH,2004,PH,8.050059523809525
Prince Edward Island,pH,2005,PH,8.026136363636363
Prince Edward Island,pH,2006,PH,8.003096348096348
Prince Edward Island,pH,2007,PH,8.062426900584795
Prince Edward Island,pH,2008,PH,8.036363636363637
Prince Edward Island,pH,2009,PH,8.099880952380952
Prince Edward Island,pH,2010,PH,8.110833333333334
Prince Edward Island,pH,2011,PH,8.0925
Prince Edward Island,pH,2012,PH,8.185
Prince Edward Island,pH,2013,PH,8.17
Prince Edward Island,pH,2014,PH,8.103333333333333
Prince Edward Island,pH,2015,PH,7.903999999999999
Prince Edward Island,pH,2016,PH,7.888333333333333
Prince Edward Island,pH,2017,PH,8.035
Prince Edward Island,pH,2018,PH,8.230714285714285
Prince Edward Island,pH,2019,PH,8.017857142857142
Quebec,Dissolved Phosphorus,2012,MG/L P,0.017890079365079362
Quebec,Dissolved Phosphorus,2013,MG/L P,0.016556587856587854
Quebec,Dissolved Phosphorus,2014,MG/L P,0.07798143642305404
Quebec,Dissolved Phosphorus,2015,MG/L P,0.01599722222222222
Quebec,Dissolved Phosphorus,2015,mg/L,0.011000000000000001
Quebec,Dissolved Phosphorus,2016,MG/L P,0.015866839826839826
Quebec,Dissolved Phosphorus,2016,mg/L,0.013000000000000001
Quebec,Dissolved Phosphorus,2017,MG/L P,0.018529285714285713
Quebec,Dissolved Phosphorus,2017,mg/L,0.013692857142857146
Quebec,Dissolved Phosphorus,2018,mg/L,0.012612184873949581
Quebec,Dissolved Phosphorus,2019,mg/L,0.01204135220988162
Quebec,Dissolved Sulphate,2012,mg/L,3.0
Quebec,Dissolved Sulphate,2013,mg/L,3.0
Quebec,Dissolved Sulphate,2014,mg/L,11.629853968253968
Quebec,Dissolved Sulphate,2015,mg/L,11.53127037815126
Quebec,Dissolved Sulphate,2016,mg/L,12.037302661064427
Quebec,Dissolved Sulphate,2017,mg/L,10.554581168831168
Quebec,Dissolved Sulphate,2018,mg/L,11.497106442577032
Quebec,Dissolved Sulphate,2019,mg/L,10.382572871572872
Quebec,pH,2012,PH,6.608750000000001
Quebec,pH,2013,PH,6.6445454545454545
Quebec,pH,2014,PH,6.745454545454546
Quebec,pH,2015,PH,6.738333333333333
Quebec,pH,2016,PH,6.674166666666667
Quebec,pH,2017,PH,6.591818181818183
Quebec,pH,2018,PH,6.681666666666666
Quebec,pH,2019,PH,6.535
Saskatchewan,Dissolved Oxygen,2000,mg/L,8.96773015873016
Saskatchewan,Dissolved Oxygen,2001,mg/L,8.524359410430838
Saskatchewan,Dissolved Oxygen,2002,mg/L,9.274367965367967
Saskatchewan,Dissolved Oxygen,2003,mg/L,8.56280303030303
Saskatchewan,Dissolved Oxygen,2004,mg/L,8.865422077922078
Saskatchewan,Dissolved Oxygen,2005,mg/L,9.08116883116883
Saskatchewan,Dissolved Oxygen,2006,mg/L,7.17248051948052
Saskatchewan,Dissolved Oxygen,2007,mg/L,8.733207792207793
Saskatchewan,Dissolved Oxygen,2008,mg/L,10.00320361781076
Saskatchewan,Dissolved Oxygen,2009,mg/L,9.693656606551343
Saskatchewan,Dissolved Oxygen,2010,mg/L,9.29969387755102
Saskatchewan,Dissolved Oxygen,2011,mg/L,9.620599103277673
Saskatchewan,Dissolved Oxygen,2012,mg/L,10.041961038961038
Saskatchewan,Dissolved Oxygen,2013,mg/L,9.447864357864358
Saskatchewan,Dissolved Oxygen,2014,mg/L,9.829849150849151
Saskatchewan,Dissolved Oxygen,2015,mg/L,9.635484126984126
Saskatchewan,Dissolved Oxygen,2016,mg/L,9.808787878787879
Saskatchewan,Dissolved Oxygen,2017,mg/L,8.970760073260072
Saskatchewan,Dissolved Oxygen,2018,mg/L,9.358967948717947
Saskatchewan,Dissolved Oxygen,2019,mg/L,8.81922619047619
Saskatchewan,Dissolved Phosphorus,2000,mg/L,0.03254761904761905
Saskatchewan,Dissolved Phosphorus,2001,mg/L,0.02991666666666667
Saskatchewan,Dissolved Phosphorus,2002,mg/L,0.02864632034632034
Saskatchewan,Dissolved Phosphorus,2003,mg/L,0.039978571428571426
Saskatchewan,Dissolved Phosphorus,2004,mg/L,0.043654761904761905
Saskatchewan,Dissolved Phosphorus,2005,mg/L,0.061785714285714284
Saskatchewan,Dissolved Phosphorus,2006,mg/L,0.05125476190476191
Saskatchewan,Dissolved Phosphorus,2007,mg/L,0.046952380952380954
Saskatchewan,Dissolved Phosphorus,2008,mg/L,0.04004047619047619
Saskatchewan,Dissolved Phosphorus,2009,mg/L,0.045131241565452083
Saskatchewan,Dissolved Phosphorus,2010,mg/L,0.06193166133383526
Saskatchewan,Dissolved Phosphorus,2011,mg/L,0.059818997668997675
Saskatchewan,Dissolved Phosphorus,2012,mg/L,0.05378571428571429
Saskatchewan,Dissolved Phosphorus,2013,mg/L,0.048869047619047624
Saskatchewan,Dissolved Phosphorus,2014,mg/L,0.06406676656676656
Saskatchewan,Dissolved Phosphorus,2015,mg/L,0.049670634920634914
Saskatchewan,Dissolved Phosphorus,2016,mg/L,0.04565151515151516
Saskatchewan,Dissolved Phosphorus,2017,mg/L,0.049382417582417584
Saskatchewan,Dissolved Phosphorus,2018,mg/L,0.03949642857142858
Saskatchewan,Dissolved Phosphorus,2019,mg/L,0.036653061224489795
Saskatchewan,Dissolved Sulphate,2000,mg/L,113.16853741496598
Saskatchewan,Dissolved Sulphate,2001,mg/L,132.30523809523808
Saskatchewan,Dissolved Sulphate,2002,mg/L,128.16595238095238
Saskatchewan,Dissolved Sulphate,2003,mg/L,134.25621428571426
Saskatchewan,Dissolved Sulphate,2004,mg/L,129.72488095238094
Saskatchewan,Dissolved Sulphate,2005,mg/L,111.08424603174605
Saskatchewan,Dissolved Sulphate,2006,mg/L,127.35809523809526
Saskatchewan,Dissolved Sulphate,2007,mg/L,136.52428571428572
Saskatchewan,Dissolved Sulphate,2008,mg/L,148.66809523809522
Saskatchewan,Dissolved Sulphate,2009,mg/L,139.1600541125541
Saskatchewan,Dissolved Sulphate,2010,mg/L,159.46620129870126
Saskatchewan,Dissolved Sulphate,2011,mg/L,149.24479215229212
Saskatchewan,Dissolved Sulphate,2012,mg/L,155.88811688311688
Saskatchewan,Dissolved Sulphate,2013,mg/L,156.74984126984126
Saskatchewan,Dissolved Sulphate,2014,mg/L,157.54307858807857
Saskatchewan,Dissolved Sulphate,2015,mg/L,159.39253968253965
Saskatchewan,Dissolved Sulphate,2016,mg/L,156.55059523809524
Saskatchewan,Dissolved Sulphate,2017,mg/L,157.8246978021978
Saskatchewan,Dissolved Sulphate,2018,mg/L,144.66404761904764
Saskatchewan,Dissolved Sulphate,2019,mg/L,150.19214285714287
Saskatchewan,Water Temperature,2000,°C,11.803950261263925
Saskatchewan,Water Temperature,2001,°C,12.010019742162598
Saskatchewan,Water Temperature,2002,°C,11.656178242047806
Saskatchewan,Water Temperature,2003,°C,10.358387445887445
Saskatchewan,Water Temperature,2004,°C,10.594805194805193
Saskatchewan,Water Temperature,2005,°C,9.661417748917748
Saskatchewan,Water Temperature,2006,°C,10.194127539127539
Saskatchewan,Water Temperature,2007,°C,7.942748917748918
Saskatchewan,Water Temperature,2008,°C,8.689336913086914
Saskatchewan,Water Temperature,2009,°C,7.817721401405612
Saskatchewan,Water Temperature,2010,°C,8.41232941213376
Saskatchewan,Water Temperature,2011,°C,7.773006111535523
Saskatchewan,Water Temperature,2012,°C,8.08385064935065
Saskatchewan,Water Temperature,2013,°C,9.263362193362195
Saskatchewan,Water Temperature,2014,°C,8.111212787212787
Saskatchewan,Water Temperature,2015,°C,8.691026984126983
Saskatchewan,Water Temperature,2016,°C,8.42302489177489
Saskatchewan,Water Temperature,2017,°C,7.928344322344323
Saskatchewan,Water Temperature,2018,°C,8.160211538461539
Saskatchewan,Water Temperature,2019,°C,9.689160714285716
Saskatchewan,pH,2000,PH,8.08281644198488
Saskatchewan,pH,2001,PH,8.054666361416361
Saskatchewan,pH,2002,PH,7.984143806073154
Saskatchewan,pH,2003,PH,8.123040150842945
Saskatchewan,pH,2004,PH,8.060541125541127
Saskatchewan,pH,2005,PH,8.08984693877551
Saskatchewan,pH,2006,PH,8.074160307601302
Saskatchewan,pH,2007,PH,7.98446206743567
Saskatchewan,pH,2008,PH,8.245304212040548
Saskatchewan,pH,2009,PH,8.051307865096685
Saskatchewan,pH,2010,PH,8.061632283348121
Saskatchewan,pH,2011,PH,8.016065737575056
Saskatchewan,pH,2012,PH,8.063950014788523
Saskatchewan,pH,2013,PH,8.06051414768806
Saskatchewan,pH,2014,PH,8.008765960747327
Saskatchewan,pH,2015,PH,8.141603535353536
Saskatchewan,pH,2016,PH,8.088128377833346
Saskatchewan,pH,2017,PH,8.019796942188245
Saskatchewan,pH,2018,PH,8.031164285714286
Saskatchewan,pH,2019,PH,7.885178987678988
US,Dissolved Oxygen,2000,mg/L,7.5375000000000005
US,Dissolved Oxygen,2001,mg/L,7.076666666666667
US,Dissolved Oxygen,2002,mg/L,8.50357142857143
US,Dissolved Oxygen,2003,mg/L,4.547142857142857
US,Dissolved Oxygen,2004,mg/L,10.41875
US,Dissolved Oxygen,2005,mg/L,10.518
US,Dissolved Oxygen,2006,mg/L,4.360833333333334
US,Dissolved Oxygen,2007,mg/L,9.478
US,Dissolved Oxygen,2008,mg/L,8.103571428571428
US,Dissolved Oxygen,2009,mg/L,8.243125
US,Dissolved Oxygen,2010,mg/L,7.716666666666667
US,Dissolved Oxygen,2011,mg/L,6.0
US,Dissolved Oxygen,2012,mg/L,7.998571428571429
US,Dissolved Oxygen,2013,mg/L,8.175625
US,Dissolved Oxygen,2014,mg/L,10.395
US,Dissolved Oxygen,2015,mg/L,9.627142857142857
US,Dissolved Oxygen,2016,mg/L,9.088750000000001
US,Dissolved Oxygen,2017,mg/L,7.373571428571429
US,Dissolved Oxygen,2018,mg/L,8.33
US,Dissolved Oxygen,2019,mg/L,5.575
US,Dissolved Phosphorus,2000,mg/L,0.2799375
US,Dissolved Phosphorus,2001,mg/L,0.333
US,Dissolved Phosphorus,2002,mg/L,0.2345
US,Dissolved Phosphorus,2003,mg/L,0.22138095238095237
US,Dissolved Phosphorus,2004,mg/L,0.28745
US,Dissolved Phosphorus,2005,mg/L,0.1342
US,Dissolved Phosphorus,2006,mg/L,0.6931666666666667
US,Dissolved Phosphorus,2007,mg/L,0.08261111111111112
US,Dissolved Phosphorus,2008,mg/L,0.5309285714285714
US,Dissolved Phosphorus,2009,mg/L,0.440125
US,Dissolved Phosphorus,2010,mg/L,0.193
US,Dissolved Phosphorus,2011,mg/L,0.2666428571428572
US,Dissolved Phosphorus,2012,mg/L,0.3055
US,Dissolved Phosphorus,2013,mg/L,0.22600000000000003
US,Dissolved Phosphorus,2014,mg/L,0.19235714285714287
US,Dissolved Phosphorus,2015,mg/L,0.21014285714285716
US,Dissolved Phosphorus,2016,mg/L,0.12083333333333332
US,Dissolved Phosphorus,2017,mg/L,0.16572857142857145
US,Dissolved Phosphorus,2018,mg/L,0.2576625
US,Dissolved Phosphorus,2019,mg/L,0.12193333333333334
US,Dissolved Sulphate,2000,mg/L,320.625
US,Dissolved Sulphate,2001,mg/L,320.85714285714283
US,Dissolved Sulphate,2002,mg/L,395.0
US,Dissolved Sulphate,2003,mg/L,414.0
US,Dissolved Sulphate,2004,mg/L,410.15
US,Dissolved Sulphate,2005,mg/L,310.0
US,Dissolved Sulphate,2006,mg/L,586.0
US,Dissolved Sulphate,2007,mg/L,365.16666666666663
US,Dissolved Sulphate,2008,mg/L,456.6666666666667
US,Dissolved Sulphate,2009,mg/L,338.43888888888887
US,Dissolved Sulphate,2010,mg/L,324.75
US,Dissolved Sulphate,2011,mg/L,227.64285714285714
US,Dissolved Sulphate,2012,mg/L,465.125
US,Dissolved Sulphate,2013,mg/L,224.21780701754383
US,Dissolved Sulphate,2014,mg/L,240.01811688311685
US,Dissolved Sulphate,2015,mg/L,249.69931216931215
US,Dissolved Sulphate,2016,mg/L,345.05555555555554
US,Dissolved Sulphate,2017,mg/L,500.35714285714283
US,Dissolved Sulphate,2018,mg/L,671.875
US,Dissolved Sulphate,2019,mg/L,983.5
US,Water Temperature,2000,°C,7.674444444444445
US,Water Temperature,2001,°C,6.323333333333332
US,Water Temperature,2002,°C,10.266165413533834
US,Water Temperature,2003,°C,11.117063492063492
US,Water Temperature,2004,°C,5.9505952380952385
US,Water Temperature,2005,°C,7.221515151515152
US,Water Temperature,2006,°C,12.436666666666667
US,Water Temperature,2007,°C,8.60438596491228
US,Water Temperature,2008,°C,10.025
US,Water Temperature,2009,°C,11.061640211640212
US,Water Temperature,2010,°C,13.03355119825708
US,Water Temperature,2011,°C,14.007142857142856
US,Water Temperature,2012,°C,17.895714285714284
US,Water Temperature,2013,°C,12.841557017543861
US,Water Temperature,2014,°C,12.286536796536796
US,Water Temperature,2015,°C,12.437142857142858
US,Water Temperature,2016,°C,15.178125000000001
US,Water Temperature,2017,°C,16.355999999999998
US,Water Temperature,2018,°C,12.121833333333335
US,Water Temperature,2019,°C,10.281
US,pH,2000,PH,8.035958333333333
